0,1,1,,0.757792093,
1,2,1,,2.453908663,
2,3,5,,2.830192891,
3,4,6,,3.182859434,
4,5,5,,3.543398539,
5,6,10,,3.911810205,0.598522512
6,7,10,,4.288094432,0.325112578
7,8,44,,4.672251221,-0.003936281
8,9,46,,5.064280571,
9,10,60,,5.464182483,
10,11,77,,5.871956956,
11,12,56,,6.28760399,
12,13,61,,6.711123586,
13,14,121,,7.142515743,
14,15,111,,7.581780462,
15,16,190,,8.028917742,
16,17,155,,8.483927583,
17,18,176,,8.946809986,
18,19,278,,9.41756495,
19,20,292,,9.896192476,
20,21,346,,10.38269256,
21,22,409,,10.87706521,
22,23,534,,11.37931042,
23,24,637,,11.88942819,
24,25,573,,12.40741852,
25,26,545,,12.93328142,
26,27,811,,13.46701687,
27,28,852,,14.00862489,
28,29,1019,,14.55810547,
29,30,1172,,15.11545861,
30,31,1159,,15.68068431,
31,32,1104,,16.25378257,
32,33,884,,16.83475339,
33,34,845,,17.42359678,
34,35,1019,,18.02031273,
35,36,1083,,18.62490123,
36,37,1026,,19.2373623,
37,38,904,,19.85769593,
38,39,1224,,20.48590213,
39,40,952,,21.12198088,
40,41,777,,21.76593219,
41,42,969,,22.41775607,
42,43,1213,,23.07745251,
43,44,1335,,23.74502151,
44,45,1316,,24.42046307,
45,46,1174,,25.10377719,
46,47,964,,25.79496387,
47,48,868,,26.49402312,
48,49,734,,27.20095492,
49,50,1061,,27.91575929,
50,51,1235,,28.63843622,
51,52,1140,,29.36898571,
52,53,1066,,30.10740776,
53,54,750,,30.85370237,
54,55,729,,31.60786955,
55,56,708,,32.36990928,
56,57,887,,33.13982158,
57,58,806,,33.91760644,
58,59,655,,34.70326386,
59,60,655,,35.49679384,
60,61,400,,36.29819638,
61,62,171,,37.10747149,
